year,genre,duration,country,avg_vote,votes,rlwide_gross_income,reviews_from_critics
2008,"Comedy, Romance",93,France,6.2,650,4002579,7
1986,Adventure,127,USA,5.6,1479,4007250,10
2012,Comedy,85,UK,2.6,3995,4017234,28
2014,Drama,196,"Turkey, France, Germany",8.2,38890,4018705,201
2012,"Crime, Drama",134,Japan,6.7,349,4044144,17
2003,"Drama, Romance",110,Australia,6.7,6080,4053156,66
2012,Comedy,100,Hong Kong,4.9,156,4057143,2
1991,"Biography, Comedy, Music",107,"UK, France",6.9,4454,4076211,15
2018,"Biography, Crime, Drama",116,"UK, USA",7,32147,4080073,179
2013,"Drama, Thriller",111,Belgium,7.1,2531,4090360,18
2010,Comedy,93,Greece,3.6,858,4100754,1
2013,"Adventure, Comedy, Family",88,UK,3.7,1896,4107208,9
1985,"Action, Adventure, Comedy",94,USA,6.1,4982,4122748,27
2002,Drama,94,"USA, Germany, Ireland, UK, Netherlands",7,6075,4141740,67
2007,"Comedy, Drama",106,Japan,6.8,1205,4142312,20
2006,Romance,107,South Korea,6.6,1746,4147509,5
2018,Thriller,112,Russia,5.1,487,4160740,3
1997,"Crime, Thriller, Drama",94,USA,5.6,7026,4166918,39
2007,Comedy,99,Italy,5.8,446,4173202,7
1992,"Drama, Horror, Mystery",134,"France, USA",7.3,78879,4183547,128
2014,"Animation, Adventure, Comedy",66,Sweden,6.1,470,4201541,13
2008,"Animation, Action, Adventure",97,Spain,5.3,1025,4201862,5
2011,Drama,107,France,7.2,3471,4218523,72
2013,Comedy,82,Russia,3,592,4222736,
2003,Thriller,122,Japan,6.8,153,4234653,4
2016,Comedy,107,Brazil,5.6,311,4243953,3
2002,"Comedy, Drama, Romance",102,Canada,5.7,4096,4245870,9
2009,Comedy,100,Spain,4.8,452,4260793,2
2014,Romance,90,Netherlands,6.3,1854,4268955,9
2018,"Comedy, Drama, Romance",105,Japan,6.2,232,4280227,
2013,Comedy,113,Canada,7,14704,4292517,88
2010,"Comedy, Drama",87,USA,6.6,10710,4313085,134
1994,Comedy,79,USA,6.6,11574,4330020,15
2005,"Comedy, Crime",99,France,5.7,444,4334680,5
1994,"Comedy, Horror, Sci-Fi",96,"UK, Canada, USA",6.1,9973,4352094,64
2006,"Biography, Comedy, Drama",135,Finland,5.9,3679,4359099,2
1997,"Comedy, Crime, Fantasy",103,"UK, USA",6.4,33245,4366722,68
2006,"Action, Romance, Sci-Fi",108,Russia,4.8,800,4382251,5
1988,"Fantasy, Horror",86,USA,6.2,18667,4385516,111
1980,"Comedy, Drama, Romance",115,USA,6,380,4400000,12
2002,Drama,103,USA,6.4,15460,4412203,97
1994,"Adventure, Comedy, Western",107,USA,4.8,4663,4412297,12
1950,"Adventure, Family",96,UK,6.9,6201,4419657,26
2011,"Comedy, Crime",81,Denmark,5.7,2296,4436648,
2004,"Drama, Mystery, Thriller",103,"Israel, Sweden",7.3,6371,4444265,67
2014,"Action, Comedy",165,India,5.4,3239,4452500,11
2017,Comedy,98,Italy,5.5,770,4461317,2
2009,Comedy,93,France,5.3,634,4484754,2
1982,"Comedy, Drama, Music",122,USA,6.6,7436,4484991,19
2011,"Comedy, Drama",100,Sweden,4.4,1506,4506039,3
2009,Drama,90,Germany,3.9,322,4512847,11
2016,"Comedy, Drama",118,"Argentina, Spain",7.5,7604,4525656,48
2016,"Drama, Thriller",108,South Korea,6.6,318,4538719,3
2009,Comedy,108,France,5.9,491,4543368,2
2005,"Comedy, Drama",103,Italy,6.7,589,4552116,6
1984,"Comedy, Romance",105,USA,5.8,1245,4561346,7
2016,"Action, Adventure, Crime",96,"Spain, Argentina, France",6.3,5548,4572353,39
1942,"Comedy, War",99,USA,8.3,23964,4578000,72
1986,"Crime, Drama",99,USA,7,14703,4600000,51
1998,"Comedy, Drama, Music",97,UK,6.9,15250,4611784,43
1996,"Comedy, Fantasy, Musical",80,USA,5.4,12045,4619014,15
2009,"Adventure, Family",98,Germany,6.1,905,4628777,17
2010,"Action, Comedy, Crime",107,USA,5.1,14258,4634062,138
2007,"Crime, Thriller",93,"Hong Kong, China",6.3,1593,4641637,39
1991,"Action, Crime, Thriller",95,"USA, Canada",5.4,3265,4654288,14
1986,"Action, Comedy, Crime",85,"USA, Hong Kong",5.7,14470,4662137,45
2015,"Animation, Family",89,"Mexico, India, USA, Argentina, Spain",4.1,460,4668442,5
2007,"Action, Drama, Romance",162,India,8.1,2752,4680000,4
2010,"Biography, Drama, Music",106,USA,6.5,44319,4681651,265
2011,"Action, Comedy, Crime",121,Poland,3.9,596,4688889,1
1986,"Action, Adventure",105,USA,3.9,5048,4711220,45
2002,"Comedy, Drama, Romance",91,France,6.2,1555,4719781,36
1989,"Crime, Drama",101,USA,7.3,30242,4729352,43
2009,Thriller,114,"France, Hong Kong, Ireland, Spain, UK",5.4,2879,4748432,59
2018,"Comedy, Romance",136,Argentina,6.8,1232,4763928,24
2011,"Action, Thriller",137,India,6.4,6502,4763946,26
2006,"Adventure, Family, Fantasy",125,"Netherlands, Belgium, Luxembourg, Germany",6.1,3407,4782551,14
1994,Drama,116,"Italy, France, Switzerland, Austria",7.5,1960,4788331,19
2009,"Adventure, Family, Fantasy",82,Norway,5.6,445,4800511,6
2009,"Animation, Comedy",96,"France, Germany",7,1309,4813882,8
2009,"Comedy, Romance",118,Italy,6.1,406,4814840,10
2009,"Animation, Sci-Fi",120,Japan,6.8,206,4839216,1
2007,Drama,103,France,7.1,2320,4846868,48
2004,"Comedy, Action",87,"Germany, Luxembourg",4.8,1753,4856692,9
2013,"Action, Drama, Mystery",104,USA,5.7,64658,4861022,260
2015,Comedy,93,France,6.4,4536,4875586,15
2006,"Action, Comedy, Crime",113,South Korea,7.2,1578,4884108,16
2005,"Comedy, Crime, Drama",117,"Belgium, France, Spain",7.4,7158,4885946,28
1992,"Drama, Romance",117,"USA, UK, Ireland",6.2,1085,4906900,8
2013,Comedy,95,France,5.7,1691,4914774,19
2008,"Comedy, Music",92,USA,6.3,16224,4925288,124
1996,"Comedy, Drama",108,USA,5.1,5595,4939939,33
2015,"Action, Comedy",110,"China, South Korea",5.6,216,4944513,2
2010,Comedy,107,Brazil,6.4,521,4958162,3
2012,Comedy,101,Turkey,4.7,2877,4976722,3
2016,"Biography, Drama, Sport",111,"Panama, USA",6.6,13465,4978353,77
2011,"Action, Drama, Romance",121,South Korea,6.6,701,4997256,13
2001,"Adventure, Comedy, Romance",84,USA,5.6,28878,5007898,47
2010,"Adventure, Comedy, Family",78,Norway,5.5,188,5014608,11
2001,"Comedy, Sport",89,UK,6.9,5152,5022865,12
2015,"Drama, Romance",85,"China, France",4.3,109,5045207,1
2017,"Action, Drama, Fantasy",119,Japan,5.8,2669,5060120,45
2013,Comedy,97,Netherlands,5.7,1983,5062196,3
1998,"Comedy, Drama",113,USA,6.3,23108,5078660,74
2005,"Crime, Drama, Mystery",106,South Korea,6.6,1057,5081114,18
2006,"Adventure, Comedy, Drama",105,India,6.8,2925,5091289,11
2013,Comedy,113,France,6.3,3020,5112027,32
2008,Drama,105,"Belgium, France, Italy, Germany",7.1,7927,5123676,137
2010,Drama,118,"Italy, Germany, France",6.3,3144,5138768,50
2014,"Action, Adventure, Drama",99,"Canada, China, USA, France",4.6,11713,5148503,56
2000,"Romance, Drama",135,"UK, USA, France, Germany",7,6885,5164404,99
2001,"Comedy, Drama, Romance",95,France,6.5,3462,5169438,47
2010,Horror,84,South Korea,5,543,5191289,10
1981,"Drama, History, War",140,"South Korea, USA",2.5,605,5200986,13
2001,Drama,172,Canada,7.5,6069,5204281,75
1993,"Drama, Music, Romance",171,"China, Hong Kong",8.1,22816,5216888,43
2014,Drama,110,South Korea,6.7,597,5217944,13
2003,Drama,106,"France, Spain",6.3,4299,5228683,59
2013,"Biography, Comedy, Drama",127,Poland,6.5,2494,5250588,45
2007,"Drama, Romance, Thriller",127,India,2.1,1549,5262711,6
2009,"Drama, Romance",101,France,6.9,2500,5277124,72
2010,Drama,99,"Sweden, Finland, Denmark",7,3582,5300326,40
1983,"Action, Adventure, Romance",84,USA,3.8,1488,5301085,66
2008,"Comedy, Drama, Romance",93,France,6.5,1225,5305360,17
2016,"Action, Crime, Thriller",99,"China, Hong Kong",4.6,282,5335450,17
2018,Animation,85,Mexico,7.1,165,5351716,
2016,"Adventure, Sci-Fi, Thriller",89,"China, Malaysia",4.1,1616,5368535,11
2010,"Adventure, Drama, History",124,Russia,6.5,2738,5380142,23
2018,Comedy,90,"Mexico, Chile",4.8,357,5399330,2
2006,"Animation, Action, Drama",78,Russia,6.9,557,5399826,
1992,"Comedy, Drama, Romance",109,"Spain, Portugal, France",7.1,9041,5418216,17
1976,Drama,96,USA,6.7,1005,5424178,19
1978,"Adventure, Drama, History",111,USA,6.2,2590,5438927,11
1991,"Comedy, Drama",96,USA,5,415,5467959,5
2003,"Action, Thriller, War",182,"Japan, Germany",6.3,211,5472593,1
1980,"Action, Adventure, Drama",118,UK,6.3,7263,5484132,46
2018,"Animation, Adventure, Comedy",97,"UK, Mexico, USA",4.7,496,5487261,8
2013,"Action, Adventure, Sci-Fi",92,"UK, China",3.7,1771,5501541,28
2005,"Crime, Drama, Romance",95,"Belgium, France",7.5,16700,5507396,145
1997,"Comedy, Drama, Family",155,India,7.4,11633,5521679,1
2014,"Adventure, Comedy",116,Japan,7.5,2011,5540404,7
1999,"Crime, Drama, Music",98,USA,4.9,5408,5541431,37
2012,Drama,125,Philippines,6.4,252,5557011,3
2012,Comedy,100,Germany,5.6,1642,5568195,17
2003,Comedy,105,France,5.7,1037,5577935,5
2000,"Animation, Adventure, Comedy",80,"Germany, Ireland, Denmark, USA, France, Canada, UK, Spain, Estonia, Latvia",5.9,5478,5595327,28
2004,"Drama, Romance",105,France,5.4,403,5598380,3
2005,Comedy,93,France,4.8,358,5611887,2
2016,Drama,102,"France, Germany",7,10390,5638693,176
1991,Comedy,100,Hong Kong,7.1,3087,5639985,20
2013,"Comedy, Drama, Family",80,Netherlands,6.4,371,5651752,2
1981,"Horror, Mystery, Thriller",90,Canada,6.2,16058,5672031,127
1988,"Drama, History, Sport",119,USA,7.2,17560,5680515,45
1983,"Drama, War",128,"USA, Mexico",7,6424,5696391,39
2014,"Comedy, Romance",113,"Taiwan, China",6.2,330,5707253,5
1999,"Action, Comedy, Drama",181,India,8.1,4738,5720000,1
2017,Drama,107,France,6.5,1197,5720804,53
2010,Drama,116,"South Korea, Hong Kong, China, USA",6.7,1449,5737647,5
2002,"Comedy, Drama",100,Germany,6.1,2126,5744968,13
1994,"Comedy, Crime, Music",92,USA,6.1,43772,5751882,37
2009,"Action, Crime, Thriller",104,"USA, Germany",6,32260,5776089,36
2014,"Comedy, Drama, Romance",93,USA,6.8,37547,5776640,191
2014,"Action, Adventure, Comedy",110,Germany,6.6,3989,5789326,24
2008,"Drama, Fantasy, Horror",93,"USA, Canada",5.9,32573,5798974,66
2005,"Comedy, Drama",109,France,5.7,556,5817038,6
2018,Drama,110,South Korea,6,115,5823505,2
1986,"Action, Thriller",97,USA,7.3,40878,5844868,108
2008,Drama,95,France,6.8,779,5863722,22
2007,"Animation, Comedy, Crime",75,"USA, Germany",7,610,5865300,33
2016,"Adventure, Family",95,Germany,5.3,103,5894544,7
1986,"Action, Adventure, Fantasy",116,UK,7.1,115062,5900000,113
2018,Comedy,129,Spain,5.4,1232,5922726,12
1996,"Drama, Thriller",103,USA,5.7,3769,5939449,28
1986,"Animation, Family, Fantasy",86,USA,6,2358,5958456,15
1998,Drama,113,"Brazil, France",7.9,33366,5971073,75
1983,"Drama, Horror",97,UK,6.7,21387,5988322,111
2012,"Animation, Fantasy",88,Japan,7.2,1652,5994921,9
2003,Comedy,114,Italy,6.2,825,6005497,2
2008,"Animation, Action, Drama",94,Japan,7.3,1686,6032296,4
2015,"Comedy, Drama, Romance",105,"France, Belgium",6.3,7182,6045343,40
2018,"Action, Crime, Drama",111,"China, Hong Kong",4.5,206,6061514,8
2004,"Animation, Action, Adventure",89,Japan,7.4,1390,6073347,4
2011,Comedy,98,Italy,5.4,553,6103592,6
2003,"Action, Adventure, Drama",120,"China, Hong Kong",6.3,3987,6106178,40
1998,"Adventure, Comedy, Western",90,USA,5.9,14900,6136856,25
1985,Drama,121,"UK, USA",6.1,2539,6148000,14
2005,Comedy,101,South Korea,4.7,234,6155013,4
2005,Comedy,101,France,5.6,582,6175003,5
2009,"Crime, Drama, Thriller",109,South Korea,6.1,157,6177474,4
2008,"Action, Crime, Drama",110,France,5.8,1692,6198016,9
2016,"Drama, Mystery, Sci-Fi",112,"USA, Greece",6.6,69449,6212282,331
2014,"Action, Sci-Fi, Thriller",109,"Spain, Bulgaria",6.1,51720,6237990,150
2006,"Action, Adventure, Crime",124,South Korea,6.3,722,6245863,13
1993,"Drama, Romance",140,"Portugal, Germany, Denmark, USA, France",6.9,19805,6265311,27
2017,Comedy,100,Brazil,4.1,323,6290388,
2003,Horror,91,"France, Italy, Romania",6.8,64241,6291958,268
2002,"Comedy, Fantasy, Romance",85,Germany,4.6,2785,6320626,9
2003,"Comedy, Romance",94,France,5.7,919,6325857,3
2013,"Crime, Drama, Mystery",96,"UK, USA",6.2,20716,6331939,131
2005,Romance,132,Japan,6.3,113,6351644,1
2017,"Mystery, Thriller",106,Japan,5.3,125,6356312,
2008,Horror,121,South Korea,5.9,1589,6376664,27
2019,Drama,96,"France, Belgium",6.9,6194,6405816,64
1993,"Comedy, Drama, Mystery",112,USA,6.8,18897,6405918,38
1991,"Mystery, Thriller",104,USA,5.7,630,6413375,7
1988,"Comedy, Fantasy",83,USA,4.5,2928,6436211,13
2016,"Action, Drama, History",121,Russia,6.8,4052,6457240,18
2017,Comedy,90,France,4.1,235,6466643,2
2013,Drama,129,Japan,7,186,6482424,3
2006,Drama,92,Denmark,6.8,2725,6500000,10
2013,Action,144,India,7.2,1114,6500000,3
1978,"Crime, Drama",114,USA,7.5,6366,6521083,56
2018,"Animation, Comedy, Fantasy",85,Ukraine,6.1,1685,6530901,4
1984,"Drama, Romance, War",128,"USA, UK",6.6,4754,6551987,18
2009,"Drama, Thriller",129,Japan,5.4,242,6575747,4
2018,"Biography, Drama, Sport",131,India,7.4,3900,6579645,9
2009,"Action, Drama, History",139,"China, Hong Kong",6.8,7210,6604537,58
2014,"Comedy, Romance",109,Turkey,6.1,5704,6615264,
2017,"Drama, Romance",125,"Romania, Germany, France",6.8,1525,6630000,86
2012,"Biography, Drama, Sport",116,USA,7.2,29433,6633207,120
2007,"Comedy, Romance",111,South Korea,6.8,234,6660413,2
2006,Horror,109,Japan,5,1621,6669291,12
1983,"Horror, Sci-Fi",99,USA,5.8,2705,6670680,50
2007,"Adventure, Drama",140,France,6.5,1591,6700780,1
2009,Comedy,85,France,4.2,431,6720530,6
1992,"Drama, Music",104,"France, USA",6.4,4822,6742168,15
2001,Drama,131,"Austria, France, Germany",7.5,50908,6765335,159
2010,"Action, Drama, History",139,"France, Germany",6.4,3379,6775121,94
2010,"Crime, Drama",113,Australia,7.3,52309,6795663,261
2018,"Action, Thriller",160,India,2,30077,6817391,21
2018,"Comedy, Drama, Romance",113,USA,6.2,3254,6819044,46
2019,Comedy,87,"France, Belgium",4.5,415,6822634,10
2006,"Drama, Romance",120,"France, Italy",6.9,3677,6855294,79
2001,Drama,109,"UK, Germany",6.9,5418,6873892,61
2016,"Adventure, Comedy, Family",117,Japan,7.2,1360,6882845,10
2011,"Animation, Action, Comedy",108,Japan,7.3,3742,6909096,3
1990,"Comedy, Drama",95,USA,5.5,3760,6939946,10
2006,"Comedy, Romance, Sport",107,Germany,6.3,5325,6942312,12
2013,Drama,123,Japan,6.8,161,6966862,2
1994,"Thriller, Crime, Drama",107,USA,5.4,1596,6971777,14
1989,"Crime, Thriller",92,USA,6,1257,6985999,16
2008,Comedy,87,Turkey,3,4131,7006849,4
2006,"Action, Sport",95,USA,2.1,8884,7009668,26
1997,"Adventure, Family, Sci-Fi",101,USA,5.3,2327,7029025,24
2019,"Comedy, Romance",104,Brazil,5.2,296,7033642,2
2012,"Comedy, Drama, Music",90,"UK, Germany",7,6867,7041354,121
2017,"Horror, Thriller",98,Hong Kong,5.4,334,7052423,5
2002,"Comedy, Action, Sci-Fi",95,"USA, Australia",3.8,23412,7103973,62
2008,Drama,133,Japan,7.2,715,7133161,12
1996,Comedy,112,USA,5.5,3497,7138523,19
2017,"Action, Drama",140,"Japan, UK, South Korea",6.8,12919,7162617,145
1983,"Crime, Drama, Thriller",101,USA,6.3,6017,7175592,61
1992,"Adventure, Biography, Drama",154,"France, Spain",6.5,26597,7191399,43
2016,"Comedy, Drama",119,USA,7.3,34032,7214806,217
2015,"Comedy, Crime, Drama",98,France,6.6,1898,7227045,43
2018,"Action, Comedy, Crime",89,Netherlands,5.5,272,7237986,2
1998,"Crime, Drama, Thriller",81,Germany,7.7,181228,7267585,188
2016,"Action, Comedy",91,"France, Republic of Macedonia",5.7,2089,7268779,10
2010,"Action, Crime, Thriller",125,South Korea,7.4,5240,7282606,15
1991,"Drama, Romance",118,"UK, USA",6.6,4474,7308786,11
1978,Drama,112,USA,6.3,1010,7325177,15
1984,"Drama, Sci-Fi",100,USA,6.1,4877,7343032,18
2013,Comedy,90,Italy,5.3,704,7354579,5
2009,"Adventure, Comedy, Drama",108,Germany,5.4,349,7386854,12
2016,"Action, Sci-Fi, Thriller",91,Russia,4.1,2634,7387436,9
2007,"Drama, Sport",167,"UK, India",4.9,2159,7415972,11
2003,Comedy,118,Turkey,3.1,5504,7427486,1
2004,"Crime, Comedy",108,Poland,6.9,2862,7443126,2
2018,"Drama, Family",105,France,7,728,7461351,11
2003,"Action, Sport",103,France,5.4,3913,7463092,14
2006,"Comedy, Drama",100,South Korea,6.7,576,7489032,8
1974,"Crime, Drama",110,USA,6.8,14187,7504841,64
1992,"Drama, Romance",111,"UK, France",6.8,15188,7532911,33
2014,"Animation, Comedy, Family",86,Germany,5.6,285,7545421,15
1995,"Comedy, Crime, Drama",107,USA,6.2,62536,7563728,92
2006,"Drama, Romance",120,South Korea,7.5,1172,7576842,7
2007,"Comedy, Crime, Mystery",98,Germany,6.1,4204,7578307,18
2014,Comedy,90,France,5.2,1185,7604481,4
2002,"Action, Crime, Thriller",83,"France, UK, Canada",5.5,5581,7622383,27
2014,"Drama, Family",96,"Australia, Japan",6.2,3719,7646673,30
2002,"Comedy, Drama",105,South Korea,6.2,186,7680210,3
2009,"Animation, Adventure, Comedy",80,France,2.9,892,7687222,4
2012,Drama,118,"Chile, France, Mexico, USA",7.4,21758,7699095,236
1994,"Action, Adventure, Crime",96,USA,6.2,9928,7727256,37
2002,"Crime, Drama, Thriller",90,"France, UK, Germany, Japan",7.2,6712,7727906,73
2019,"Animation, Music",100,Japan,7.3,101,7733048,
2010,"Action, Comedy, Crime",107,South Korea,6.5,150,7765343,5
2019,"Biography, Drama, War",112,USA,6.8,18185,7776413,152
1991,"Action, Comedy",88,"USA, Canada",5.8,6139,7788597,37
2014,"Adventure, Family",137,Germany,5.3,378,7807600,9
2009,"Animation, Family",70,Germany,4.4,131,7836005,9
1993,"Comedy, Crime, Thriller",91,USA,5.8,6421,7839327,31
2017,"Drama, Mystery, Thriller",90,South Korea,6.8,1143,7868316,16
2014,"Action, Comedy, Thriller",112,South Korea,6,394,7880684,5
2010,Drama,96,Germany,7,5026,7892908,35
1994,"Action, Adventure, Comedy",94,USA,5.9,16446,7924955,22
2003,"Comedy, Drama, Music",95,"USA, Japan, Italy",7.1,56408,7929307,160
2004,"Comedy, Music",88,Spain,4.4,1155,7948409,1
2000,"Crime, Drama, Mystery",101,"France, Switzerland",6.6,4505,7972251,70
2015,"Drama, Romance",124,France,7.1,9604,8003331,125
2005,"Comedy, Drama",91,"USA, UK",7.3,33675,8012838,150
2012,"Comedy, Western",84,"USA, Mexico",5.5,19359,8041667,133
1998,"Comedy, Drama",103,USA,5,6381,8072007,35
1988,"Adventure, Comedy, Fantasy",126,"UK, West Germany",7.2,48195,8083123,85
2005,"Crime, Drama",152,"Italy, France, UK",7.2,7939,8116128,47
1989,"Action, Crime, Drama",102,USA,6.1,3044,8125592,19
2004,"Drama, Romance",127,"Germany, Austria",7.5,29760,8152859,108
2004,"Drama, Thriller",101,"Spain, France, UK, USA",7.7,336105,8203235,222
1979,"Crime, Drama, Mystery",117,"West Germany, USA",4.6,1323,8218695,18
1988,"Horror, Sci-Fi, Thriller",95,USA,6.5,29204,8247943,110
1979,"Comedy, Sport",102,USA,5.4,887,8281246,4
2015,"Comedy, Drama, Romance",144,India,3.6,4355,8283992,26
2006,"Drama, Family, Romance",117,Japan,7.3,666,8299771,3
2005,"Drama, Mystery, Thriller",99,USA,6.8,71166,8342132,121
1995,"Comedy, Drama",112,"Germany, Japan, USA",7.4,31716,8367636,60
2002,"Comedy, Crime, Drama",109,"UK, Germany, USA",6.3,37623,8382938,86
1992,"Comedy, Drama, Horror",95,"USA, Japan",5.2,5402,8403433,54
2015,Thriller,138,Japan,5.8,104,8437050,1
1992,"Animation, Comedy, Fantasy",70,USA,5.7,4459,8442162,9
1991,Comedy,94,USA,5.1,21309,8479793,26
2007,"Drama, Thriller",115,"France, Germany",6.3,3333,8488537,94
2008,"Action, Adventure, Drama",118,Japan,6.1,361,8510570,7
2015,Comedy,80,"France, Belgium",5.6,1108,8540288,9
2010,"Drama, Mystery, Romance",95,France,6.2,1232,8540794,11
1983,"Comedy, Crime, Sci-Fi",90,"Canada, USA",6.7,14907,8571374,23
2015,"Comedy, Drama, Fantasy",153,India,7.4,3324,8581300,5
2009,"Comedy, Drama, Mystery",123,Japan,6.4,142,8615520,3
1985,"Comedy, Romance",90,USA,6.6,5979,8622757,16
2013,"Comedy, Drama, Romance",93,"UK, France",6.3,7347,8652213,142
1992,"Comedy, Crime, Mystery",94,"Germany, USA",5.9,3625,8669847,10
2015,"Comedy, Drama, Fantasy",108,Turkey,6.3,4054,8674655,3
2003,"Comedy, Drama",89,USA,7.6,64913,8701337,161
2007,"Action, Adventure, Comedy",90,USA,3.6,10362,8729473,43
2015,"Comedy, Drama, Music",129,"France, Czech Republic, Belgium",7,4585,8754356,119
2012,"Adventure, Drama, Romance",124,"France, USA, UK, Mexico, Canada, Brazil, Germany, Netherlands, Argentina",6.1,38314,8784318,251
2014,Drama,132,South Korea,6.2,833,8794202,2
2016,"Action, Horror, Sci-Fi",92,USA,5.8,36654,8809407,184
2019,Comedy,96,Russia,6.6,670,8864882,
1988,Drama,164,"Canada, USA",7.6,47629,8865702,125
2008,"Biography, Drama, Music",109,USA,7,18717,8883019,85
2013,"Crime, Mystery, Thriller",106,"Argentina, Spain",6.3,6797,8932920,24
2007,"Drama, Fantasy, Music",101,"Hong Kong, Taiwan",7.5,7222,8968358,14
1986,"Drama, Horror, Sci-Fi",91,USA,5.6,6273,8988731,65
2013,Comedy,106,Turkey,7.1,18830,9025204,6
2017,Drama,126,Japan,7.1,451,9065888,5
2016,"Comedy, Drama",120,Turkey,6,3600,9072024,2
2017,"Comedy, Music",117,China,6.2,420,9118873,6
2012,"Biography, Comedy, Drama",95,USA,7.2,40171,9138338,342
2014,Comedy,95,Denmark,5.8,1419,9156541,
1983,"Crime, Drama, Thriller",123,USA,7.2,12970,9190819,30
2006,Drama,110,"Canada, UK, USA",7.5,20748,9194283,176
1982,Drama,124,USA,6.9,2287,9217530,24
2016,Drama,97,"Canada, France",6.9,18698,9231823,160
2010,"Comedy, Music",95,France,5.8,1708,9267224,4
2006,"Drama, Music, Thriller",85,France,7,6625,9284852,94
2018,"Animation, Adventure, Comedy",87,China,5,356,9319548,7
2011,"Adventure, Comedy, Western",105,Mexico,5.9,1745,9330465,15
